round,player_id,first_equip_tick,match_number
22,65286,133588,16
23,65280,140904,16
23,65282,141622,16
23,65284,145672,16
23,65289,140965,16
6,65287,28742,17
7,65284,35388,18
8,65287,44313,18
8,65288,45874,18
18,65288,110203,18
19,65282,122432,18
19,65288,117553,18
20,65282,124275,18
20,65284,123791,18
21,65282,129638,18
23,65288,144018,18
25,65284,163063,18
25,65287,157332,18
26,65282,165246,18
26,65284,163367,18
26,65288,164008,18
28,65288,178512,18
8,65286,40083,19
8,65287,40305,19
8,65288,39770,19
11,65283,57287,19
11,65285,57324,19
11,65286,57509,19
11,65288,59527,19
12,65280,63446,19
12,65283,66726,19
12,65285,64839,19
12,65288,63403,19
12,65289,64487,19
17,65286,89202,19
3,65280,10478,20
3,65283,14101,20
3,65286,13019,20
4,65280,20762,20
4,65283,17254,20
5,65280,26939,20
5,65284,26898,20
5,65287,30517,20
5,65288,29847,20
6,65284,35871,20
6,65287,32899,20
7,65284,36466,20
7,65285,36457,20
8,65284,40206,20
9,65284,42591,20
10,65283,48070,20
10,65284,47574,20
10,65285,47789,20
10,65289,47795,20
11,65284,58861,20
11,65285,55301,20
11,65289,55219,20
12,65284,59707,20
12,65285,59792,20
12,65289,59832,20
16,65289,83387,20
3,65285,9337,21
4,65288,15530,21
5,65288,20357,21
6,65288,25751,21
9,65285,41837,21
10,65281,54083,21
10,65282,47997,21
10,65283,53816,21
11,65281,54182,21
11,65285,54457,21
11,65286,59449,21
11,65288,54184,21
12,65288,61268,21
16,65284,86861,21
16,65285,79187,21
17,65280,90791,21
17,65281,88884,21
17,65282,88100,21
17,65284,87219,21
18,65285,95216,21
4,65283,15541,22
4,65285,20362,22
5,65285,23937,22
5,65288,23541,22
5,65289,22502,22
6,65281,30111,22
6,65282,37169,22
6,65285,31718,22
7,65281,38782,22
7,65282,37342,22
7,65283,40270,22
7,65285,41426,22
11,65283,61463,22
12,65283,68870,22
12,65285,68484,22
12,65286,70597,22
12,65288,72423,22
16,65285,90863,22
3,65282,9425,23
4,65282,18723,23
4,65283,22514,23
5,65282,26116,23
5,65283,24999,23
6,65283,29473,23
7,65283,35088,23
8,65280,48687,23
8,65283,42074,23
8,65286,42763,23
9,65280,49846,23
9,65283,49048,23
9,65288,55073,23
10,65288,56125,23
10,65289,58891,23
11,65284,66600,23
11,65289,61540,23
12,65284,69322,23
16,65281,93437,23
16,65282,93211,23
16,65283,98822,23
17,65283,100007,23
17,65286,104107,23
18,65286,110789,23
19,65283,121414,23
19,65286,116296,23
19,65287,120272,23
20,65283,121762,23
20,65285,121922,23
20,65286,122391,23
21,65283,135979,23
21,65285,129334,23
21,65286,129183,23
21,65289,130359,23
6,65282,36086,24
6,65288,35772,24
7,65280,49464,24
7,65282,47537,24
7,65289,46067,24
8,65288,50269,24
8,65289,49953,24
9,65282,55341,24
9,65288,55335,24
9,65289,55256,24
10,65281,68725,24
10,65288,62942,24
10,65289,61774,24
11,65282,70242,24
11,65288,70160,24
11,65289,69353,24
12,65282,74134,24
12,65285,77767,24
12,65286,74454,24
12,65287,74638,24
12,65288,75294,24
15,65289,91087,24
16,65289,94419,24
17,65282,101930,24
17,65289,101825,24
18,65288,107125,24
18,65289,106136,24
5,65280,25135,25
5,65282,20523,25
5,65286,19928,25
6,65280,25379,25
6,65282,25817,25
6,65285,27350,25
7,65282,34853,25
7,65285,35319,25
7,65287,43117,25
8,65281,49567,25
8,65282,43743,25
8,65285,43955,25
8,65287,43509,25
9,65281,51930,25
9,65282,52422,25
9,65285,52741,25
10,65282,61020,25
10,65285,59931,25
10,65287,65634,25
11,65281,69630,25
12,65281,75837,25
17,65280,106252,25
17,65285,102393,25
18,65280,106924,25
18,65283,107087,25
5,65284,18793,26
6,65284,25900,26
7,65284,38149,26
7,65287,40669,26
8,65283,43974,26
8,65284,41446,26
8,65285,41447,26
9,65283,51762,26
9,65285,47557,26
10,65285,54402,26
11,65285,61573,26
12,65285,67770,26
21,65284,117057,26
22,65282,127331,26
22,65284,121640,26
22,65285,121883,26
23,65284,131097,26
23,65285,131334,26
24,65282,137319,26
24,65283,136625,26
24,65284,136642,26
4,65281,14350,27
4,65283,14157,27
5,65280,19166,27
5,65286,19126,27
5,65289,22834,27
6,65286,23902,27
6,65289,23292,27
7,65289,27832,27
8,65286,42295,27
8,65289,32906,27
9,65281,46894,27
9,65282,47198,27
9,65289,47169,27
10,65282,51759,27
10,65287,51543,27
11,65282,57253,27
12,65282,62709,27
12,65286,65578,27
15,65286,77346,27
16,65283,82540,27
16,65286,82830,27
17,65280,87519,27
17,65281,87241,27
17,65283,88410,27
17,65288,94255,27
18,65280,98901,27
18,65288,94647,27
19,65280,100002,27
20,65280,112919,27
20,65283,113105,27
21,65280,117419,27
21,65281,117662,27
21,65288,119955,27
21,65289,117507,27
10,65286,60837,28
11,65282,67287,28
11,65287,65746,28
12,65283,72333,28
12,65284,71065,28
12,65285,71590,28
12,65286,71046,28
15,65282,92078,28
15,65287,88309,28
21,65280,122497,28
21,65287,122260,28
22,65287,128849,28
23,65287,135691,28
24,65287,140775,28
5,65288,29940,29
6,65284,42302,29
6,65288,43246,29
7,65284,47249,29
8,65284,55475,29
9,65284,61594,29
10,65281,73105,29
10,65284,70147,29
11,65281,74593,29
11,65284,76280,29
12,65282,82716,29
18,65284,122212,29
19,65284,130523,29
4,65282,16236,30
4,65288,23816,30
5,65284,23974,30
5,65286,25518,30
5,65288,24057,30
6,65288,32694,30
7,65281,37032,30
7,65284,36322,30
7,65288,37116,30
8,65281,42305,30
9,65281,48493,30
9,65283,50711,30
9,65286,50147,30
10,65283,52454,30
10,65286,61503,30
11,65286,64138,30
12,65284,70173,30
12,65286,71258,30
17,65281,104292,30
18,65288,109164,30
22,65286,135466,30
23,65288,141810,30
24,65288,149163,30
25,65281,154911,30
25,65283,157521,30
25,65286,154950,30
26,65284,160447,30
26,65286,161937,30
26,65288,160774,30
27,65286,166800,30
28,65281,172714,30
28,65284,172696,30
28,65286,172819,30
28,65289,178197,30
5,65281,26013,31
5,65282,31864,31
6,65281,33633,31
6,65282,32072,31
6,65284,33959,31
7,65282,37436,31
7,65284,37070,31
7,65285,45294,31
8,65284,46006,31
8,65285,45572,31
9,65284,49325,31
10,65284,54832,31
11,65284,62317,31
12,65284,69643,31
4,65281,21319,32
4,65288,25206,32
5,65280,27544,32
5,65282,27455,32
5,65283,27528,32
5,65284,27424,32
5,65288,27503,32
6,65281,32568,32
6,65282,34308,32
6,65284,32895,32
6,65286,33292,32
7,65282,40462,32
7,65284,40699,32
8,65282,49368,32
8,65284,53450,32
8,65287,49342,32
8,65288,49562,32
9,65282,54654,32
9,65284,54869,32
10,65282,59463,32
10,65284,59974,32
11,65280,64746,32
11,65282,64378,32
12,65281,69821,32
12,65282,69627,32
12,65286,75123,32
3,65280,8746,33
4,65280,21421,33
4,65281,21216,33
5,65280,28620,33
5,65288,37445,33
6,65280,38094,33
6,65286,37976,33
6,65288,37717,33
7,65285,44889,33
7,65286,45496,33
8,65280,52891,33
8,65286,53195,33
9,65286,62116,33
11,65280,73509,33
11,65281,72381,33
11,65287,76278,33
12,65281,83008,33
12,65288,77761,33
12,65289,78257,33
15,65280,93816,33
16,65280,102688,33
17,65280,108715,33
18,65280,110881,33
5,65281,20608,34
6,65280,27186,34
6,65281,26755,34
19,65283,92360,34
19,65287,86914,34
20,65283,93434,34
6,65289,27623,35
7,65289,32701,35
8,65289,38025,35
9,65289,43666,35
10,65284,57181,35
10,65288,53177,35
10,65289,50291,35
11,65284,58425,35
11,65286,58144,35
12,65284,66334,35
12,65286,66295,35
12,65288,66786,35
12,65289,66516,35
16,65284,87795,35
17,65284,93196,35
17,65286,93305,35
18,65284,101064,35
19,65284,106926,35
20,65284,112377,35
20,65285,118356,35
21,65282,123217,35
21,65283,118990,35
21,65284,118710,35
21,65285,118567,35
21,65286,119251,35
22,65283,125694,35
22,65284,125464,35
23,65286,129413,35
24,65286,135971,35
24,65287,134483,35
24,65288,135685,35
25,65282,144151,35
25,65283,140414,35
25,65284,141400,35
25,65288,140371,35
26,65284,148123,35
26,65287,147665,35
26,65288,148986,35
27,65281,154741,35
27,65284,155030,35
27,65286,153665,35
27,65288,153883,35
28,65284,165544,35
28,65287,172197,35
29,65282,180690,35
29,65285,172930,35
29,65286,173084,35
29,65287,172697,35
29,65288,173893,35
30,65282,181383,35
30,65286,181240,35
30,65288,181288,35
3,65283,11291,36
4,65280,15680,36
4,65286,19701,36
5,65280,23738,36
5,65285,20329,36
5,65286,19838,36
5,65288,20736,36
6,65280,24115,36
6,65289,28647,36
8,65280,41230,36
8,65283,41226,36
9,65280,50548,36
10,65281,59905,36
10,65285,55314,36
11,65281,62424,36
11,65283,63070,36
11,65284,63237,36
12,65281,68271,36
12,65282,68137,36
12,65284,66856,36
19,65280,124755,36
19,65286,117025,36
19,65288,118590,36
20,65282,126376,36
21,65282,131702,36
21,65285,132634,36
21,65286,133494,36
21,65288,133990,36
21,65289,131778,36
22,65282,141191,36
22,65288,145938,36
23,65288,146614,36
24,65286,155014,36
24,65288,151488,36
6,65283,29588,37
6,65288,37686,37
7,65281,54889,37
7,65288,38210,37
8,65281,54978,37
9,65281,58296,37
10,65281,64019,37
10,65283,64327,37
11,65281,72674,37
12,65281,76336,37
19,65281,118540,37
19,65283,116543,37
20,65281,124667,37
20,65288,125108,37
20,65289,124806,37
4,65283,14727,38
4,65285,17837,38
4,65286,18753,38
4,65289,14652,38
5,65286,20799,38
5,65289,19844,38
6,65286,25972,38
6,65289,27615,38
7,65283,33893,38
7,65284,30629,38
7,65289,30241,38
8,65282,44700,38
8,65284,40759,38
9,65283,51223,38
9,65284,48180,38
9,65288,47886,38
9,65289,49651,38
10,65285,57512,38
10,65288,57376,38
10,65289,58621,38
11,65284,67554,38
11,65288,62872,38
11,65289,64382,38
12,65281,67871,38
12,65283,72081,38
12,65284,67792,38
15,65286,88739,38
16,65286,93890,38
17,65282,99157,38
17,65284,99095,38
17,65288,100228,38
17,65289,105855,38
18,65284,109924,38
18,65289,106318,38
19,65284,110967,38
20,65281,117667,38
6,65284,36898,39
7,65288,46460,39
8,65288,54719,39
9,65280,62864,39
9,65283,58976,39
9,65284,58693,39
10,65280,63081,39
10,65282,63446,39
10,65284,64193,39
17,65281,108616,39
17,65285,110490,39
17,65286,101715,39
17,65287,101711,39
18,65285,111004,39
18,65287,112141,39
20,65282,124848,39
20,65283,124226,39
23,65283,143092,39
23,65286,143240,39
24,65280,151588,39
24,65281,153499,39
24,65286,148997,39
4,65280,18381,40
10,65281,62390,40
10,65289,61609,40
11,65289,84546,40
12,65289,90265,40
15,65281,104312,40
16,65281,111384,40
16,65288,117856,40
17,65280,124751,40
17,65281,121876,40
17,65288,117969,40
17,65289,119535,40
18,65289,128204,40
3,65282,18347,41
3,65284,13245,41
3,65286,14752,41
4,65282,19248,41
5,65282,24869,41
5,65288,31003,41
6,65288,32440,41
7,65283,38931,41
8,65283,47334,41
10,65281,56914,41
10,65288,56402,41
10,65289,60437,41
11,65288,61510,41
11,65289,62099,41
5,65284,21750,42
6,65284,28557,42
6,65287,32200,42
7,65282,37826,42
7,65284,35876,42
7,65285,39233,42
7,65287,34864,42
7,65288,39187,42
8,65280,44552,42
8,65287,39667,42
8,65288,40876,42
9,65280,47083,42
9,65282,49505,42
9,65285,62074,42
9,65287,47023,42
10,65284,62263,42
10,65285,62173,42
10,65286,70189,42
10,65287,62098,42
10,65289,63327,42
11,65286,73877,42
11,65287,70500,42
12,65282,78795,42
12,65286,80207,42
12,65287,78473,42
12,65288,82648,42
16,65284,99914,42
17,65284,106481,42
6,65283,27910,43
6,65284,28597,43
7,65283,35587,43
7,65284,33822,43
7,65286,37876,43
8,65283,40766,43
8,65284,40849,43
9,65283,49191,43
9,65284,48208,43
10,65282,55282,43
10,65283,53396,43
10,65284,52059,43
10,65285,52295,43
10,65288,53548,43
11,65280,62788,43
11,65283,59225,43
11,65284,59867,43
11,65285,59311,43
12,65281,66863,43
12,65284,64719,43
12,65285,64495,43
15,65285,80957,43
16,65285,87125,43
16,65286,85481,43
16,65288,86054,43
17,65283,94099,43
17,65285,95693,43
17,65288,94794,43
17,65289,95934,43
18,65280,103245,43
18,65283,98993,43
18,65284,99029,43
18,65288,99419,43
19,65280,103383,43
20,65280,108497,43
21,65280,112044,43
21,65286,116247,43
23,65280,124277,43
23,65283,123696,43
24,65286,128835,43
4,65280,17209,44
4,65281,17148,44
4,65284,17457,44
4,65286,29575,44
5,65280,30067,44
5,65286,30020,44
5,65288,30763,44
6,65280,36028,44
7,65280,42432,44
8,65280,47287,44
8,65281,47096,44
8,65283,48200,44
9,65280,54414,44
4,65287,16918,45
5,65283,26255,45
5,65284,24787,45
5,65288,24483,45
6,65283,34510,45
6,65285,37210,45
6,65287,36258,45
6,65288,38246,45
7,65281,39477,45
7,65284,41805,45
7,65285,40784,45
7,65287,40135,45
7,65288,38599,45
8,65283,43046,45
9,65283,48059,45
9,65286,52884,45
10,65281,57702,45
10,65283,55021,45
10,65284,53687,45
10,65286,53467,45
10,65289,54206,45
11,65286,61324,45
11,65288,61348,45
11,65289,62895,45
12,65281,66629,45
12,65283,66197,45
12,65284,66043,45
16,65283,84009,45
4,65280,18368,46
5,65280,24944,46
6,65280,30749,46
7,65280,40369,46
7,65282,37894,46
7,65285,37977,46
8,65280,43467,46
8,65282,44754,46
8,65285,48683,46
9,65285,49669,46
10,65282,55733,46
10,65285,55447,46
11,65282,65344,46
11,65285,64302,46
12,65282,74800,46
12,65286,73394,46
16,65280,94306,46
17,65282,100846,46
18,65282,107102,46
18,65283,107714,46
18,65286,107432,46
18,65288,109801,46
19,65280,110183,46
19,65285,115104,46
19,65288,110244,46
20,65285,116811,46
21,65285,119930,46
22,65285,129477,46
22,65287,129002,46
23,65280,136981,46
23,65285,137031,46
24,65285,141936,46
3,65288,17252,47
4,65287,26707,47
4,65288,26368,47
5,65282,31044,47
5,65287,32549,47
5,65288,31122,47
6,65287,41181,47
6,65288,40766,47
7,65283,47880,47
7,65287,48591,47
7,65288,47245,47
8,65284,57362,47
8,65287,55127,47
9,65284,60232,47
9,65285,60375,47
9,65288,64023,47
10,65280,72622,47
10,65281,69403,47
10,65283,67712,47
10,65284,67826,47
10,65288,68139,47
11,65280,78317,47
11,65281,81265,47
11,65283,81380,47
11,65284,78246,47
12,65280,82203,47
12,65281,81745,47
12,65283,81583,47
12,65284,83117,47
16,65280,107958,47
16,65282,107980,47
16,65284,112574,47
16,65287,108761,47
17,65280,114308,47
17,65282,113579,47
17,65284,112761,47
17,65288,113283,47
18,65280,118077,47
18,65282,117150,47
18,65285,119191,47
18,65286,119370,47
18,65288,119292,47
19,65286,122546,47
19,65288,122618,47
20,65280,131115,47
20,65282,133861,47
20,65286,131434,47
20,65288,131146,47
21,65281,143211,47
21,65288,139717,47
22,65283,146985,47
23,65283,154756,47
23,65284,153177,47
24,65286,161910,47
6,65283,29826,48
6,65284,23762,48
7,65283,32062,48
11,65280,52792,48
11,65284,52664,48
11,65288,56590,48
12,65288,59641,48
16,65283,82921,48
16,65284,86208,48
16,65288,82874,48
17,65280,91606,48
17,65285,91975,48
18,65280,100170,48
18,65285,95409,48
19,65280,101317,48
19,65285,107991,48
19,65288,101459,48
20,65285,108057,48
20,65288,108712,48
4,65289,16372,49
7,65289,27307,49
12,65289,53857,49
3,65285,14192,50
3,65287,21921,50
4,65285,24981,50
4,65287,23688,50
5,65283,38616,50
5,65288,29435,50
6,65283,39139,50
6,65285,42639,50
12,65283,77708,50
12,65285,76383,50
12,65287,75919,50
12,65288,75916,50
16,65285,96507,50
16,65288,96455,50
3,65281,21962,51
3,65289,13656,51
4,65281,25087,51
5,65289,31397,51
6,65281,46198,51
6,65286,41991,51
6,65289,37134,51
7,65281,46524,51
8,65281,53482,51
8,65289,53832,51
9,65282,61829,51
9,65285,62469,51
9,65286,61739,51
10,65282,70464,51
10,65289,76675,51
11,65289,78105,51
17,65289,112287,51
18,65289,121046,51
19,65289,126098,51
20,65285,131541,51
21,65289,137714,51
22,65282,143834,51
22,65289,143690,51
23,65289,149648,51
24,65282,164515,51
24,65285,160237,51
24,65289,160184,51
5,65287,21328,52
6,65287,26335,52
7,65285,33114,52
7,65287,32868,52
8,65285,39166,52
8,65287,38994,52
9,65284,52100,52
9,65285,46846,52
9,65287,45593,52
10,65284,53706,52
11,65281,59700,52
11,65282,65218,52
11,65285,61758,52
11,65287,60592,52
12,65281,66719,52
12,65286,73253,52
18,65280,108089,52
18,65281,111990,52
18,65287,113311,52
19,65280,118928,52
19,65281,113553,52
19,65282,118401,52
19,65284,118939,52
19,65287,113485,52
20,65280,121188,52
20,65281,120972,52
20,65282,119761,52
20,65284,119372,52
20,65285,126492,52
20,65287,119974,52
21,65285,126829,52
21,65287,128559,52
22,65284,136877,52
22,65285,132981,52
22,65287,132376,52
23,65280,137860,52
23,65287,137170,52
3,65285,11116,53
4,65280,16146,53
4,65282,15775,53
5,65280,22084,53
5,65282,20862,53
5,65289,24920,53
6,65285,25303,53
7,65285,29627,53
8,65284,42088,53
8,65285,35019,53
9,65280,42679,53
9,65283,42603,53
9,65284,42375,53
9,65285,42694,53
10,65285,48440,53
11,65285,55479,53
11,65289,57838,53
12,65285,63447,53
15,65283,88734,53
15,65285,84544,53
16,65280,89447,53
16,65283,89134,53
17,65280,97724,53
17,65285,98266,53
17,65288,97945,53
17,65289,102573,53
18,65282,106813,53
18,65285,102898,53
19,65285,111278,53
21,65281,131265,53
21,65285,125683,53
21,65286,127613,53
22,65281,131332,53
22,65282,132182,53
22,65283,132292,53
3,65280,12704,54
3,65281,17399,54
3,65285,12415,54
3,65287,19717,54
4,65287,19783,54
4,65288,19868,54
5,65287,25971,54
5,65288,26490,54
5,65289,26102,54
6,65287,31083,54
6,65288,31206,54
6,65289,32931,54
7,65287,35590,54
7,65288,36869,54
7,65289,36502,54
8,65280,44718,54
8,65282,49245,54
8,65285,43097,54
8,65287,42504,54
8,65289,44076,54
9,65280,49897,54
9,65283,51483,54
9,65286,57815,54
9,65288,50206,54
9,65289,50339,54
10,65280,58824,54
10,65284,61466,54
10,65286,58591,54
10,65288,58549,54
10,65289,59911,54
11,65281,68203,54
11,65283,69106,54
11,65284,68131,54
11,65288,64660,54
11,65289,64744,54
12,65281,72433,54
12,65282,71937,54
17,65283,108087,54
17,65284,113822,54
17,65288,104467,54
17,65289,110173,54
18,65280,114409,54
18,65283,114741,54
18,65284,114359,54
19,65280,123296,54
19,65283,122225,54
19,65286,127303,54
20,65280,128345,54
20,65288,133089,54
21,65284,133767,54
21,65285,138453,54
21,65288,133455,54
21,65289,134934,54
22,65284,143990,54
22,65285,138558,54
22,65286,147277,54
22,65288,139160,54
22,65289,140644,54
3,65283,10504,55
3,65284,11100,55
3,65289,10637,55
8,65289,44851,55
9,65284,51771,55
9,65289,51565,55
10,65284,62681,55
12,65283,75171,55
12,65284,70927,55
12,65288,71180,55
16,65284,94447,55
16,65288,94543,55
16,65289,94317,55
3,65284,8153,56
7,65282,28042,56
7,65287,30469,56
7,65288,28764,56
10,65283,48512,56
11,65283,53765,56
11,65287,55922,56
12,65282,58547,56
19,65283,100775,56
19,65288,99416,56
20,65282,103293,56
20,65283,103050,56
5,65287,20062,57
10,65282,50257,57
10,65284,50460,57
10,65288,56025,57
11,65287,56506,57
12,65287,64759,57
16,65287,86347,57
17,65287,91747,57
3,65280,11852,58
3,65285,14108,58
5,65288,23657,58
6,65282,31028,58
6,65285,33384,58
7,65282,37097,58
7,65283,37268,58
7,65285,38415,58
7,65288,37003,58
8,65280,43171,58
8,65282,41728,58
8,65283,43376,58
8,65286,46213,58
8,65287,44345,58
9,65286,48820,58
9,65287,49432,58
10,65286,56322,58
10,65287,57013,58
11,65286,60613,58
11,65287,61054,58
11,65288,63125,58
12,65280,63841,58
12,65286,65232,58
12,65287,63275,58
12,65288,63319,58
17,65283,89543,58
18,65283,97687,58
18,65284,95929,58
19,65283,100993,58
20,65282,106310,58
20,65283,105670,58
