round,player_id,team_label,money,current_equipment_cost,match_number
17,65285,CT,3750,200,4
17,65286,CT,8800,200,4
17,65287,CT,3350,5950,4
17,65288,CT,8750,5950,4
17,65289,CT,5500,200,4
18,65280,T,9100,6850,4
18,65281,T,3900,200,4
18,65282,T,5600,200,4
18,65283,T,5100,200,4
18,65284,T,4900,200,4
18,65285,CT,4050,200,4
18,65286,CT,10700,200,4
18,65287,CT,4650,200,4
18,65288,CT,8950,200,4
18,65289,CT,7900,200,4
19,65280,T,9350,5500,4
19,65281,T,3850,3900,4
19,65282,T,4450,200,4
19,65283,T,6750,6450,4
19,65284,T,4050,4600,4
19,65285,CT,5750,200,4
19,65286,CT,9750,200,4
19,65287,CT,4750,200,4
19,65288,CT,4300,200,4
19,65289,CT,3850,200,4
20,65280,T,12850,200,4
20,65281,T,5500,200,4
20,65282,T,4650,200,4
20,65283,T,9850,6250,4
20,65284,T,7850,200,4
20,65285,CT,3500,5950,4
20,65286,CT,8450,4500,4
20,65287,CT,3750,200,4
20,65288,CT,6200,200,4
20,65289,CT,5700,200,4
21,65280,T,9350,200,4
21,65281,T,2900,200,4
21,65282,T,3200,200,4
21,65283,T,10200,200,4
21,65284,T,4850,200,4
21,65285,CT,5250,200,4
21,65286,CT,11900,200,4
21,65287,CT,5350,6250,4
21,65288,CT,3750,200,4
21,65289,CT,3750,200,4
22,65280,T,5300,5100,4
22,65281,T,4550,4900,4
22,65282,T,5250,3400,4
22,65283,T,6250,4900,4
22,65284,T,6400,200,4
22,65285,CT,3150,200,4
22,65286,CT,9800,200,4
22,65287,CT,4450,200,4
22,65288,CT,3450,200,4
22,65289,CT,3650,200,4
2,65280,CT,2900,200,5
2,65281,CT,2050,200,5
2,65282,CT,2050,200,5
2,65283,CT,2200,200,5
2,65284,CT,2350,200,5
2,65285,T,4000,850,5
2,65286,T,3350,200,5
2,65287,T,4050,200,5
2,65288,T,3400,200,5
2,65289,T,4300,850,5
3,65280,CT,4400,200,5
3,65281,CT,2450,200,5
3,65282,CT,3050,200,5
3,65283,CT,4900,200,5
3,65284,CT,3100,200,5
3,65285,T,5200,200,5
3,65286,T,4800,200,5
3,65287,T,6550,2600,5
3,65288,T,4200,3550,5
3,65289,T,7050,200,5
4,65280,CT,5250,200,5
4,65281,CT,3050,200,5
4,65282,CT,3900,200,5
4,65283,CT,3800,200,5
4,65284,CT,3100,200,5
4,65285,T,4450,200,5
4,65286,T,5300,3350,5
4,65287,T,8900,2950,5
4,65288,T,7450,200,5
4,65289,T,4650,200,5
5,65280,CT,4050,4950,5
5,65281,CT,4000,4400,5
5,65282,CT,4450,3500,5
5,65283,CT,3950,200,5
5,65284,CT,3450,200,5
5,65285,T,2450,200,5
5,65286,T,6350,200,5
5,65287,T,6750,200,5
5,65288,T,5150,200,5
5,65289,T,2350,200,5
6,65280,CT,6450,200,5
6,65281,CT,6900,200,5
6,65282,CT,9150,3900,5
6,65283,CT,3500,200,5
6,65284,CT,3650,200,5
6,65285,T,3450,200,5
6,65286,T,5950,200,5
6,65287,T,5250,200,5
6,65288,T,3200,200,5
6,65289,T,3850,200,5
7,65280,CT,9200,4700,5
7,65281,CT,5450,4700,5
7,65282,CT,4800,200,5
7,65283,CT,6050,4500,5
7,65284,CT,3350,200,5
7,65285,T,2750,200,5
7,65286,T,4450,200,5
7,65287,T,5300,200,5
7,65288,T,2900,200,5
7,65289,T,3750,200,5
8,65280,CT,9800,200,5
8,65281,CT,5950,200,5
8,65282,CT,2550,4150,5
8,65283,CT,7750,4900,5
8,65284,CT,1850,200,5
8,65285,T,3550,2700,5
8,65286,T,3800,200,5
8,65287,T,6150,200,5
8,65288,T,3700,2900,5
8,65289,T,5050,200,5
9,65280,CT,7100,6350,5
9,65281,CT,4700,4100,5
9,65282,CT,5450,4150,5
9,65283,CT,11000,200,5
9,65284,CT,3800,200,5
9,65285,T,5250,200,5
9,65286,T,2250,200,5
9,65287,T,3850,200,5
9,65288,T,4900,200,5
9,65289,T,3250,200,5
10,65280,CT,8300,200,5
10,65281,CT,6750,4700,5
10,65282,CT,8950,4150,5
10,65283,CT,8600,5950,5
10,65284,CT,3500,200,5
10,65285,T,2400,200,5
10,65286,T,3150,200,5
10,65287,T,3900,200,5
10,65288,T,3600,200,5
10,65289,T,3650,200,5
11,65280,CT,5600,6350,5
11,65281,CT,8900,4900,5
11,65282,CT,10600,4500,5
11,65283,CT,11950,200,5
11,65284,CT,3550,3700,5
11,65285,T,2900,200,5
11,65286,T,2900,200,5
11,65287,T,4050,200,5
11,65288,T,3150,200,5
11,65289,T,4850,200,5
12,65280,CT,4950,200,5
12,65281,CT,9400,200,5
12,65282,CT,11000,200,5
12,65283,CT,7600,6350,5
12,65284,CT,3050,200,5
12,65285,T,6400,200,5
12,65286,T,4300,200,5
12,65287,T,6200,4250,5
12,65288,T,4550,2900,5
12,65289,T,6550,200,5
13,65280,T,800,200,5
13,65281,T,800,200,5
13,65282,T,800,200,5
13,65283,T,800,200,5
13,65284,T,800,200,5
13,65285,CT,800,200,5
13,65286,CT,800,200,5
13,65287,CT,800,200,5
13,65288,CT,800,200,5
13,65289,CT,800,200,5
14,65280,T,3000,200,5
14,65281,T,3150,200,5
14,65282,T,3450,200,5
14,65283,T,3000,200,5
14,65284,T,3000,200,5
14,65285,CT,3950,200,5
14,65286,CT,3800,200,5
14,65287,CT,4300,500,5
14,65288,CT,4550,1150,5
14,65289,CT,4300,200,5
15,65280,T,4000,200,5
15,65281,T,4850,200,5
15,65282,T,2850,200,5
15,65283,T,2700,200,5
15,65284,T,2400,200,5
15,65285,CT,3450,200,5
15,65286,CT,4700,2050,5
15,65287,CT,7000,4550,5
15,65288,CT,5450,4100,5
15,65289,CT,5150,200,5
16,65280,T,3200,200,5
16,65281,T,3950,200,5
16,65282,T,3050,200,5
16,65283,T,2900,200,5
16,65284,T,3500,200,5
16,65285,CT,3600,4600,5
16,65286,CT,6750,200,5
