round,player_id,team_label,money,current_equipment_cost,match_number
17,65287,CT,2850,200,2
17,65288,CT,2850,200,2
17,65289,CT,2500,200,2
18,65280,T,2550,200,2
18,65281,T,7400,200,2
18,65282,T,6200,200,2
18,65283,T,8750,200,2
18,65284,T,4400,200,2
18,65285,CT,3500,200,2
18,65286,CT,4300,4200,2
18,65287,CT,4000,2950,2
18,65288,CT,5600,4700,2
18,65289,CT,3850,200,2
19,65280,T,3300,200,2
19,65281,T,6950,4300,2
19,65282,T,3800,200,2
19,65283,T,6900,200,2
19,65284,T,3550,200,2
19,65285,CT,2150,200,2
19,65286,CT,4650,200,2
19,65287,CT,5600,200,2
19,65288,CT,7100,200,2
19,65289,CT,2000,200,2
20,65280,T,4600,200,2
20,65281,T,5150,200,2
20,65282,T,3950,200,2
20,65283,T,3700,200,2
20,65284,T,4500,200,2
20,65285,CT,3600,200,2
20,65286,CT,4450,4300,2
20,65287,CT,3700,200,2
20,65288,CT,4850,4400,2
20,65289,CT,4100,200,2
21,65280,T,1900,200,2
21,65281,T,2150,200,2
21,65282,T,3700,200,2
21,65283,T,1900,200,2
21,65284,T,1900,200,2
21,65285,CT,4150,200,2
21,65286,CT,3400,200,2
21,65287,CT,3700,4450,2
21,65288,CT,7500,4900,2
21,65289,CT,4050,4100,2
22,65280,T,4300,200,2
22,65281,T,4550,200,2
22,65282,T,2900,200,2
22,65283,T,4600,200,2
22,65284,T,4900,200,2
22,65285,CT,3250,4150,2
22,65286,CT,4000,200,2
22,65287,CT,6400,200,2
22,65288,CT,10150,4900,2
22,65289,CT,5800,200,2
23,65280,T,3000,200,2
23,65281,T,3200,200,2
23,65282,T,2950,200,2
23,65283,T,4350,200,2
23,65284,T,4750,200,2
23,65285,CT,5400,6400,2
23,65286,CT,3950,4200,2
23,65287,CT,3800,6250,2
23,65288,CT,9600,4800,2
23,65289,CT,3300,5950,2
24,65280,T,4550,200,2
24,65281,T,4200,200,2
24,65282,T,4800,200,2
24,65283,T,4850,200,2
24,65284,T,4250,200,2
24,65285,CT,8900,200,2
24,65286,CT,5600,200,2
24,65287,CT,6600,6750,2
24,65288,CT,8900,5300,2
24,65289,CT,5500,200,2
2,65280,T,2050,200,3
2,65281,T,2350,200,3
2,65282,T,2000,200,3
2,65283,T,2000,200,3
2,65284,T,1900,200,3
2,65285,CT,3650,1050,3
2,65286,CT,3850,200,3
2,65287,CT,3700,950,3
2,65288,CT,3700,850,3
2,65289,CT,3750,200,3
3,65280,T,4550,200,3
3,65281,T,5850,200,3
3,65282,T,4700,200,3
3,65283,T,4900,200,3
3,65284,T,5000,200,3
3,65285,CT,3900,200,3
3,65286,CT,6300,200,3
3,65287,CT,4500,200,3
3,65288,CT,4250,4700,3
3,65289,CT,4900,4500,3
4,65280,T,6550,200,3
4,65281,T,3000,200,3
4,65282,T,5250,200,3
4,65283,T,2900,200,3
4,65284,T,3500,200,3
4,65285,CT,4650,6950,3
4,65286,CT,3650,5600,3
4,65287,CT,3750,200,3
4,65288,CT,6000,5900,3
4,65289,CT,7050,6400,3
5,65280,T,6850,200,3
5,65281,T,5850,200,3
5,65282,T,7100,200,3
5,65283,T,4400,200,3
5,65284,T,5900,200,3
5,65285,CT,4550,7450,3
5,65286,CT,4400,200,3
5,65287,CT,4850,200,3
5,65288,CT,9800,200,3
5,65289,CT,11150,4800,3
6,65280,T,5500,200,3
6,65281,T,3350,200,3
6,65282,T,8750,200,3
6,65283,T,3250,200,3
6,65284,T,4550,200,3
6,65285,CT,2550,200,3
6,65286,CT,4000,200,3
6,65287,CT,4150,200,3
6,65288,CT,5600,200,3
6,65289,CT,8550,200,3
7,65280,T,6550,200,3
7,65281,T,3850,200,3
7,65282,T,9500,6450,3
7,65283,T,3250,200,3
7,65284,T,3600,4200,3
7,65285,CT,2500,200,3
7,65286,CT,1950,200,3
7,65287,CT,1950,200,3
7,65288,CT,2600,200,3
7,65289,CT,2350,200,3
8,65281,T,5450,7050,3
8,65282,T,12700,2000,3
8,65283,T,5150,4100,3
8,65284,T,5900,200,3
8,65285,CT,4200,200,3
8,65286,CT,4150,400,3
8,65287,CT,4350,200,3
8,65288,CT,4400,200,3
8,65289,CT,4150,3700,3
9,65281,T,6900,200,3
9,65282,T,11500,200,3
9,65283,T,3650,200,3
9,65284,T,3200,200,3
9,65285,CT,4600,6950,3
9,65286,CT,5450,200,3
9,65287,CT,3600,200,3
9,65288,CT,3250,200,3
9,65289,CT,5400,200,3
10,65281,T,2950,200,3
10,65282,T,10100,200,3
10,65283,T,2400,200,3
10,65284,T,3900,200,3
10,65285,CT,4250,6350,3
10,65286,CT,4400,4800,3
10,65287,CT,4150,200,3
10,65288,CT,4300,7350,3
10,65289,CT,4450,200,3
11,65281,T,3750,200,3
11,65282,T,9200,200,3
11,65283,T,4900,200,3
11,65284,T,5200,200,3
11,65285,CT,6300,6350,3
11,65286,CT,3850,5000,3
11,65287,CT,3300,3400,3
11,65288,CT,7200,7350,3
11,65289,CT,4900,200,3
12,65281,T,3550,200,3
12,65282,T,8150,200,3
12,65283,T,3550,200,3
12,65284,T,4150,4600,3
12,65285,CT,3500,200,3
12,65286,CT,4750,200,3
12,65287,CT,3500,200,3
12,65288,CT,5700,200,3
12,65289,CT,3500,200,3
13,65281,CT,800,200,3
13,65282,CT,800,200,3
13,65283,CT,800,200,3
13,65284,CT,800,200,3
13,65285,T,800,200,3
13,65286,T,800,200,3
13,65287,T,800,200,3
13,65288,T,800,200,3
13,65289,T,800,200,3
14,65281,CT,3400,850,3
14,65282,CT,3700,850,3
14,65283,CT,3550,200,3
14,65284,CT,4000,850,3
14,65285,T,1900,200,3
14,65286,T,2000,200,3
14,65287,T,1900,200,3
14,65288,T,2050,200,3
14,65289,T,2700,200,3
15,65281,CT,6550,1350,3
15,65282,CT,6750,1750,3
15,65283,CT,3550,3250,3
15,65284,CT,4800,200,3
15,65285,T,2850,200,3
15,65286,T,4100,200,3
15,65287,T,3600,200,3
15,65288,T,4450,200,3
15,65289,T,3650,200,3
16,65281,CT,1600,200,3
16,65282,CT,5900,200,3
16,65283,CT,3550,200,3
16,65284,CT,1400,200,3
16,65285,T,3250,200,3
16,65286,T,3900,200,3
16,65287,T,6050,200,3
16,65288,T,3600,200,3
16,65289,T,4450,3850,3
17,65281,CT,2250,200,3
17,65282,CT,3200,200,3
17,65283,CT,2900,200,3
17,65284,CT,1900,200,3
17,65285,T,3400,200,3
17,65286,T,3600,3750,3
17,65287,T,3350,5950,3
17,65288,T,3550,4300,3
17,65289,T,7700,3550,3
18,65281,CT,3600,200,3
18,65282,CT,4750,200,3
18,65283,CT,4500,200,3
18,65284,CT,2550,200,3
18,65285,T,4650,200,3
18,65286,T,5600,200,3
18,65287,T,5900,6450,3
18,65288,T,6400,4400,3
18,65289,T,6650,200,3
19,65281,CT,4750,200,3
19,65282,CT,4600,200,3
19,65283,CT,2900,200,3
19,65284,CT,3000,200,3
19,65285,T,3750,3900,3
19,65286,T,4450,200,3
19,65287,T,8150,6250,3
19,65288,T,8700,3900,3
19,65289,T,5600,4300,3
20,65281,CT,3500,200,3
20,65282,CT,5450,200,3
20,65283,CT,3500,200,3
20,65284,CT,4600,200,3
20,65285,T,6200,5950,3
20,65286,T,4100,6350,3
20,65287,T,10200,200,3
20,65288,T,10600,200,3
20,65289,T,8150,200,3
21,65281,CT,3600,200,3
21,65282,CT,5300,200,3
21,65283,CT,4000,4050,3
21,65284,CT,3850,4600,3
21,65285,T,6050,200,3
21,65286,T,4800,200,3
21,65287,T,7500,200,3
21,65288,T,8200,200,3
21,65289,T,5750,200,3
22,65281,CT,4550,200,3
22,65282,CT,4600,200,3
22,65283,CT,5100,7050,3
22,65284,CT,7300,4200,3
22,65285,T,1750,3900,3
22,65286,T,2000,200,3
22,65287,T,1950,200,3
22,65288,T,3150,200,3
22,65289,T,3050,200,3
2,65280,CT,2300,200,4
2,65281,CT,2050,200,4
2,65282,CT,2650,200,4
2,65283,CT,2350,200,4
2,65284,CT,1900,200,4
2,65285,T,4650,200,4
2,65286,T,4050,200,4
2,65287,T,4300,850,4
2,65288,T,3400,200,4
2,65289,T,4050,200,4
3,65280,CT,2400,1700,4
3,65281,CT,4450,200,4
3,65282,CT,3700,200,4
3,65283,CT,3100,200,4
3,65284,CT,4300,200,4
3,65285,T,6400,200,4
3,65286,T,4800,3050,4
3,65287,T,4800,200,4
3,65288,T,6350,2400,4
3,65289,T,5100,2650,4
4,65280,CT,4050,4800,4
4,65281,CT,3800,4100,4
4,65282,CT,4500,200,4
4,65283,CT,3900,4500,4
4,65284,CT,3300,3550,4
4,65285,T,3200,200,4
4,65286,T,5700,200,4
4,65287,T,1700,200,4
4,65288,T,6150,200,4
4,65289,T,6500,200,4
5,65280,CT,3900,200,4
5,65281,CT,4500,200,4
5,65282,CT,2000,200,4
5,65283,CT,6100,200,4
5,65284,CT,3900,200,4
5,65285,T,4900,200,4
5,65286,T,5650,200,4
5,65287,T,3950,200,4
5,65288,T,7400,4300,4
5,65289,T,6350,200,4
6,65280,CT,3500,200,4
6,65281,CT,4100,200,4
6,65282,CT,4150,200,4
6,65283,CT,3950,5950,4
6,65284,CT,4100,4150,4
6,65285,T,5500,200,4
6,65286,T,4750,200,4
6,65287,T,4250,200,4
6,65288,T,6600,200,4
6,65289,T,4850,200,4
7,65280,CT,1700,200,4
7,65281,CT,1400,200,4
7,65282,CT,3850,200,4
7,65283,CT,3050,7150,4
7,65284,CT,4700,200,4
7,65285,T,6050,200,4
7,65286,T,5500,200,4
7,65287,T,4450,200,4
7,65288,T,6900,200,4
7,65289,T,6950,200,4
8,65280,CT,2200,200,4
8,65281,CT,2350,200,4
8,65282,CT,2100,200,4
8,65283,CT,4550,200,4
8,65284,CT,2050,200,4
8,65285,T,5000,4900,4
8,65286,T,5450,200,4
8,65287,T,3850,200,4
8,65288,T,7750,3000,4
8,65289,T,6500,200,4
9,65280,CT,4100,4450,4
9,65281,CT,4450,2350,4
9,65282,CT,3350,200,4
9,65283,CT,3900,4800,4
9,65284,CT,5300,2200,4
9,65285,T,3500,200,4
9,65286,T,3350,200,4
9,65287,T,3750,200,4
9,65288,T,8550,200,4
10,65281,CT,6300,2550,4
10,65282,CT,5100,4100,4
10,65283,CT,6650,5000,4
10,65284,CT,8050,2800,4
10,65285,T,3450,200,4
10,65286,T,4600,200,4
10,65287,T,5650,200,4
10,65288,T,6350,200,4
10,65289,T,3450,200,4
11,65281,CT,3200,200,4
11,65282,CT,5600,200,4
11,65283,CT,7150,200,4
11,65284,CT,7450,200,4
11,65285,T,4550,5150,4
11,65286,T,6750,4400,4
11,65287,T,7150,200,4
11,65288,T,8250,4100,4
11,65289,T,6050,200,4
12,65281,CT,2000,200,4
12,65282,CT,2600,200,4
12,65283,CT,1900,7350,4
12,65284,CT,3800,200,4
12,65285,T,6850,200,4
12,65286,T,9950,4700,4
12,65287,T,4300,6150,4
12,65288,T,11300,4100,4
12,65289,T,7550,2700,4
13,65281,T,800,200,4
13,65282,T,800,200,4
13,65283,T,800,200,4
13,65284,T,800,200,4
13,65285,CT,800,200,4
13,65286,CT,800,200,4
13,65287,CT,800,200,4
13,65288,CT,800,200,4
13,65289,CT,800,200,4
14,65281,T,3550,200,4
14,65282,T,4300,850,4
14,65283,T,3700,1150,4
14,65284,T,3650,800,4
14,65285,CT,2700,200,4
14,65286,CT,2700,200,4
14,65287,CT,2050,200,4
14,65288,CT,2600,200,4
14,65289,CT,2200,200,4
15,65281,T,4600,200,4
15,65282,T,4150,200,4
15,65283,T,3250,200,4
15,65284,T,4100,3200,4
15,65285,CT,3850,200,4
15,65286,CT,4250,200,4
15,65287,CT,5100,200,4
15,65288,CT,4600,200,4
15,65289,CT,3300,200,4
16,65281,T,5950,4400,4
16,65282,T,4000,200,4
16,65283,T,4900,3900,4
16,65284,T,3450,200,4
16,65285,CT,5500,200,4
16,65286,CT,3850,200,4
16,65287,CT,3200,200,4
16,65288,CT,4750,200,4
16,65289,CT,4650,200,4
17,65281,T,7450,200,4
17,65282,T,2700,200,4
17,65283,T,6400,200,4
17,65284,T,2900,200,4
17,65285,CT,6700,5350,4
17,65286,CT,5600,200,4
17,65287,CT,4400,200,4
17,65288,CT,6300,4700,4
17,65289,CT,6000,200,4
18,65281,T,5500,3900,4
18,65282,T,5000,200,4
18,65283,T,6350,4800,4
18,65284,T,5250,200,4
18,65285,CT,5650,200,4
18,65286,CT,5600,200,4
18,65287,CT,4300,200,4
18,65288,CT,7650,200,4
18,65289,CT,3900,200,4
19,65281,T,8650,200,4
19,65282,T,5250,200,4
19,65283,T,10900,3900,4
19,65284,T,4900,200,4
19,65285,CT,6700,200,4
19,65286,CT,4400,200,4
19,65287,CT,3000,200,4
19,65288,CT,5450,200,4
19,65289,CT,3600,200,4
20,65281,T,8400,4200,4
20,65282,T,5200,4700,4
20,65283,T,14550,5100,4
20,65284,T,4250,3900,4
20,65285,CT,6450,200,4
20,65286,CT,5700,200,4
20,65287,CT,5800,200,4
20,65288,CT,6150,200,4
20,65289,CT,3800,200,4
21,65281,T,12150,200,4
21,65282,T,9050,200,4
21,65283,T,16000,4400,4
21,65284,T,8200,4300,4
21,65285,CT,4850,200,4
21,65286,CT,6550,200,4
21,65287,CT,3700,200,4
21,65288,CT,6150,200,4
21,65289,CT,4600,200,4
22,65281,T,10050,200,4
22,65282,T,5200,200,4
22,65283,T,16000,200,4
22,65284,T,10100,200,4
22,65285,CT,4300,7750,4
22,65286,CT,5600,5100,4
22,65287,CT,4600,200,4
22,65288,CT,3250,200,4
22,65289,CT,3750,200,4
23,65281,T,9250,200,4
23,65282,T,6950,200,4
23,65283,T,15550,200,4
23,65284,T,8500,200,4
23,65285,CT,8300,7250,4
23,65286,CT,9000,200,4
23,65287,CT,5300,200,4
23,65288,CT,5750,200,4
23,65289,CT,4150,200,4
24,65281,T,8950,200,4
24,65282,T,6250,200,4
24,65283,T,14850,200,4
24,65284,T,8200,200,4
24,65285,CT,11400,7750,4
24,65286,CT,7300,200,4
24,65287,CT,4300,4500,4
24,65288,CT,7150,4800,4
24,65289,CT,3850,200,4
2,65280,CT,4300,200,5
2,65281,CT,4900,200,5
2,65282,CT,4250,950,5
2,65283,CT,3650,200,5
2,65284,CT,3950,200,5
2,65285,T,3800,200,5
2,65286,T,2850,200,5
2,65287,T,3100,200,5
2,65288,T,2850,200,5
2,65289,T,3150,200,5
3,65280,CT,4500,3900,5
3,65281,CT,6700,2750,5
3,65282,CT,6450,3800,5
3,65283,CT,4750,2650,5
3,65284,CT,4850,200,5
3,65285,T,2500,200,5
3,65286,T,4550,200,5
3,65287,T,4500,200,5
3,65288,T,3900,200,5
3,65289,T,3100,200,5
4,65280,CT,8900,4800,5
4,65281,CT,9500,200,5
4,65283,CT,6650,200,5
4,65284,CT,5500,200,5
4,65285,T,7700,200,5
4,65286,T,4950,200,5
4,65287,T,3800,200,5
4,65288,T,4250,200,5
4,65289,T,6100,200,5
5,65280,CT,9800,200,5
5,65281,CT,5900,200,5
5,65283,CT,2750,200,5
5,65284,CT,3050,200,5
5,65285,T,6650,200,5
5,65286,T,5100,4100,5
5,65287,T,3650,6750,5
5,65288,T,4100,200,5
5,65289,T,4850,200,5
6,65280,CT,3050,200,5
6,65281,CT,4550,200,5
6,65283,CT,3950,200,5
6,65284,CT,2300,200,5
6,65285,T,6450,4500,5
6,65286,T,6100,200,5
6,65287,T,7250,200,5
6,65288,T,5900,4500,5
6,65289,T,4450,3900,5
7,65280,CT,4700,3900,5
7,65281,CT,5500,200,5
7,65283,CT,7450,200,5
7,65284,CT,5400,200,5
7,65285,T,8750,200,5
7,65286,T,5400,200,5
7,65287,T,3500,200,5
7,65288,T,8500,200,5
7,65289,T,6250,200,5
8,65280,CT,6350,4300,5
8,65281,CT,5400,4200,5
8,65283,CT,5100,5300,5
8,65284,CT,3850,5000,5
8,65285,T,6850,200,5
8,65286,T,3600,200,5
8,65287,T,2550,200,5
8,65288,T,6200,200,5
8,65289,T,4150,200,5
9,65280,CT,8500,200,5
9,65281,CT,8650,5200,5
9,65283,CT,7800,200,5
9,65284,CT,6100,5000,5
9,65285,T,6350,200,5
9,65286,T,6400,200,5
9,65287,T,3000,200,5
9,65288,T,4400,200,5
9,65289,T,3050,200,5
10,65280,CT,5800,6350,5
10,65281,CT,12200,4300,5
10,65283,CT,5150,200,5
10,65284,CT,8750,200,5
10,65285,T,5350,4200,5
10,65286,T,5050,200,5
10,65287,T,400,4900,5
10,65288,T,3500,200,5
10,65289,T,6050,200,5
11,65280,CT,8050,6550,5
11,65281,CT,14650,200,5
11,65283,CT,3300,200,5
11,65284,CT,6500,200,5
11,65285,T,8650,200,5
11,65286,T,5050,200,5
11,65287,T,3500,200,5
11,65288,T,3550,200,5
11,65289,T,4550,200,5
12,65280,CT,10200,200,5
12,65281,CT,12200,5700,5
12,65283,CT,3750,4800,5
12,65284,CT,5550,5000,5
12,65285,T,7550,200,5
12,65286,T,3850,200,5
12,65287,T,3550,200,5
12,65288,T,5900,200,5
12,65289,T,3450,200,5
13,65280,T,800,200,5
13,65281,T,800,200,5
13,65283,T,800,200,5
13,65284,T,800,200,5
13,65285,CT,800,200,5
13,65286,CT,800,200,5
13,65287,CT,800,200,5
13,65288,CT,800,200,5
13,65289,CT,800,200,5
14,65280,T,3750,200,5
14,65281,T,4050,300,5
14,65283,T,4000,850,5
14,65284,T,3700,200,5
14,65285,CT,3000,200,5
14,65286,CT,2050,200,5
14,65287,CT,2000,200,5
14,65288,CT,2050,200,5
